,ppid,targetoccurence,targetnumber,trialn,CurrentAudio,RT,ResponseCategory,Target1,Target2,Target3
43,3,0.6,2,3,t,-1,4,b,z,
44,3,0.6,2,3,n,-1,4,b,z,
45,3,0.6,2,3,n,-1,4,b,z,
46,3,0.6,2,3,z,1.2820613361079722,1,b,z,
47,3,0.6,2,3,a,-1,4,b,z,
48,3,0.6,2,3,b,0.6820938155871943,1,b,z,
49,3,0.6,2,3,b,0.7156403483272982,1,b,z,
50,3,0.6,2,3,z,1.0488106805567838,1,b,z,
51,3,0.6,2,3,b,0.9488119181577588,1,b,z,
52,3,0.6,2,3,r,-1,4,b,z,
53,3,0.6,2,3,i,-1,4,b,z,
54,3,0.6,2,3,a,-1,4,b,z,
56,3,0.2,1,4,y,-1,4,b,,
57,3,0.2,1,4,n,-1,4,b,,
58,3,0.2,1,4,b,0.9654446715391884,1,b,,
59,3,0.2,1,4,n,-1,4,b,,
60,3,0.2,1,4,f,-1,4,b,,
61,3,0.2,1,4,r,-1,4,b,,
62,3,0.2,1,4,b,0.7155579422136782,1,b,,
63,3,0.2,1,4,s,-1,4,b,,
64,3,0.2,1,4,f,-1,4,b,,
65,3,0.2,1,4,s,-1,4,b,,
66,3,0.2,1,4,t,-1,4,b,,
67,3,0.2,1,4,b,0.7987518945105023,1,b,,
69,3,0.2,3,5,y,-1,4,z,b,o
70,3,0.2,3,5,h,-1,4,z,b,o
71,3,0.2,3,5,t,-1,4,z,b,o
72,3,0.2,3,5,n,-1,4,z,b,o
73,3,0.2,3,5,z,1.0321604196493581,1,z,b,o
74,3,0.2,3,5,y,-1,4,z,b,o
75,3,0.2,3,5,i,-1,4,z,b,o
76,3,0.2,3,5,n,-1,4,z,b,o
77,3,0.2,3,5,t,-1,4,z,b,o
78,3,0.2,3,5,b,0.7822015472426926,1,z,b,o
79,3,0.2,3,5,j,-1,4,z,b,o
80,3,0.2,3,5,i,-1,4,z,b,o
81,3,0.2,3,5,i,-1,4,z,b,o
83,3,0.2,3,6,r,-1,4,b,o,z
84,3,0.2,3,6,i,-1,4,b,o,z
85,3,0.2,3,6,t,-1,4,b,o,z
86,3,0.2,3,6,j,-1,4,b,o,z
87,3,0.2,3,6,j,-1,4,b,o,z
88,3,0.2,3,6,z,0.8987742015134188,1,b,o,z
89,3,0.2,3,6,h,-1,4,b,o,z
90,3,0.2,3,6,r,-1,4,b,o,z
91,3,0.2,3,6,n,-1,4,b,o,z
92,3,0.2,3,6,o,1.1988685912267272,1,b,o,z
93,3,0.2,3,6,s,-1,4,b,o,z
94,3,0.2,3,6,h,-1,4,b,o,z
96,3,0.8,2,7,o,0.933155058422301,1,z,o,
97,3,0.8,2,7,z,0.9821661699660922,1,z,o,
98,3,0.8,2,7,o,0.8987527698868121,1,z,o,
99,3,0.8,2,7,o,0.8154622243432357,1,z,o,
100,3,0.8,2,7,o,0.8488680931678232,1,z,o,
101,3,0.8,2,7,z,0.9822485760796837,1,z,o,
102,3,0.8,2,7,z,0.8820436474696578,1,z,o,
103,3,0.8,2,7,o,0.898868078075111,1,z,o,
104,3,0.8,2,7,z,0.9988146197500782,1,z,o,
105,3,0.8,2,7,o,1.0155337033458522,1,z,o,
106,3,0.8,2,7,z,1.2654047362686924,1,z,o,
107,3,0.8,2,7,z,0.965496288555471,1,z,o,
109,3,0.6,1,8,z,0.7498074926778031,1,z,,
110,3,0.6,1,8,z,0.448788222626888,1,z,,
111,3,0.6,1,8,m,-1,4,z,,
112,3,0.6,1,8,j,-1,4,z,,
113,3,0.6,1,8,z,0.732237784802976,1,z,,
114,3,0.6,1,8,j,-1,4,z,,
115,3,0.6,1,8,m,-1,4,z,,
116,3,0.6,1,8,h,-1,4,z,,
117,3,0.6,1,8,k,-1,4,z,,
118,3,0.6,1,8,n,-1,4,z,,
119,3,0.6,1,8,i,-1,4,z,,
120,3,0.6,1,8,z,0.7821816248855384,1,z,,
121,3,0.6,1,8,z,0.7322248050854228,1,z,,
123,3,0.4,2,9,k,-1,4,z,o,
124,3,0.4,2,9,r,-1,4,z,o,
125,3,0.4,2,9,n,-1,4,z,o,
126,3,0.4,2,9,k,-1,4,z,o,
127,3,0.4,2,9,t,-1,4,z,o,
128,3,0.4,2,9,y,-1,4,z,o,
129,3,0.4,2,9,o,0.7822658421225697,1,z,o,
130,3,0.4,2,9,z,0.9822467649563009,1,z,o,
131,3,0.4,2,9,o,0.8654733778447508,1,z,o,
132,3,0.4,2,9,a,-1,4,z,o,
133,3,0.4,2,9,j,-1,4,z,o,
134,3,0.4,2,9,f,-1,4,z,o,
135,3,0.4,2,9,s,-1,4,z,o,
137,3,0.6,2,10,n,-1,4,z,o,
138,3,0.6,2,10,z,-1,2,z,o,
139,3,0.6,2,10,z,0.782157778427802,1,z,o,
140,3,0.6,2,10,o,1.0488861440308028,1,z,o,
141,3,0.6,2,10,t,-1,4,z,o,
142,3,0.6,2,10,o,0.9487811290603645,1,z,o,
143,3,0.6,2,10,i,-1,4,z,o,
144,3,0.6,2,10,n,-1,4,z,o,
145,3,0.6,2,10,o,1.1441509317776877,1,z,o,
146,3,0.6,2,10,k,-1,4,z,o,
147,3,0.6,2,10,y,-1,4,z,o,
148,3,0.6,2,10,j,-1,4,z,o,
149,3,0.6,2,10,z,0.8988149517894044,1,z,o,
151,3,0.2,1,11,j,-1,4,z,,
152,3,0.2,1,11,r,-1,4,z,,
153,3,0.2,1,11,s,-1,4,z,,
154,3,0.2,1,11,t,-1,4,z,,
155,3,0.2,1,11,s,-1,4,z,,
156,3,0.2,1,11,z,0.6822513833209314,1,z,,
157,3,0.2,1,11,k,-1,4,z,,
158,3,0.2,1,11,z,0.6656186299394449,1,z,,
159,3,0.2,1,11,z,0.648755863889221,1,z,,
160,3,0.2,1,11,j,-1,4,z,,
161,3,0.2,1,11,h,-1,4,z,,
162,3,0.2,1,11,k,-1,4,z,,
163,3,0.2,1,11,s,-1,4,z,,
165,3,0.8,3,12,b,0.8331143383317112,1,z,o,b
166,3,0.8,3,12,b,0.7654990656112659,1,z,o,b
167,3,0.8,3,12,b,0.7322869869880151,1,z,o,b
168,3,0.8,3,12,o,-1,2,z,o,b
169,3,0.8,3,12,b,0.6989460167511083,1,z,o,b
170,3,0.8,3,12,o,0.765503895273639,1,z,o,b
171,3,0.8,3,12,b,0.9488258034369892,1,z,o,b
172,3,0.8,3,12,o,0.6986794797608695,1,z,o,b
173,3,0.8,3,12,i,-1,4,z,o,b
174,3,0.8,3,12,o,0.7822202621842962,1,z,o,b
175,3,0.8,3,12,t,-1,4,z,o,b
176,3,0.8,3,12,o,0.13226090681132519,1,z,o,b
177,3,0.8,3,12,z,0.5822019094673578,1,z,o,b
179,3,0.4,2,13,z,1.0665524451524107,1,b,z,
180,3,0.4,2,13,f,-1,4,b,z,
181,3,0.4,2,13,z,0.7821876619634622,1,b,z,
182,3,0.4,2,13,j,-1,4,b,z,
183,3,0.4,2,13,n,-1,4,b,z,
184,3,0.4,2,13,h,-1,4,b,z,
185,3,0.4,2,13,s,-1,4,b,z,
186,3,0.4,2,13,i,-1,4,b,z,
187,3,0.4,2,13,b,0.8822108745280843,1,b,z,
188,3,0.4,2,13,z,-1,2,b,z,
189,3,0.4,2,13,s,-1,4,b,z,
190,3,0.4,2,13,n,-1,4,b,z,
191,3,0.4,2,13,m,-1,4,b,z,
193,3,0.4,1,14,h,-1,4,o,,
194,3,0.4,1,14,h,-1,4,o,,
195,3,0.4,1,14,h,-1,4,o,,
196,3,0.4,1,14,s,-1,4,o,,
197,3,0.4,1,14,m,-1,4,o,,
198,3,0.4,1,14,o,0.8488306632846729,1,o,,
199,3,0.4,1,14,o,0.7321538694197898,1,o,,
200,3,0.4,1,14,m,-1,4,o,,
201,3,0.4,1,14,n,-1,4,o,,
202,3,0.4,1,14,t,-1,4,o,,
203,3,0.4,1,14,r,-1,4,o,,
204,3,0.4,1,14,j,-1,4,o,,
206,3,0.6,3,15,f,-1,4,b,z,o
207,3,0.6,3,15,z,1.53213038518669,1,b,z,o
208,3,0.6,3,15,z,0.8321272760916258,1,b,z,o
209,3,0.6,3,15,m,-1,4,b,z,o
210,3,0.6,3,15,b,0.7321007431340831,1,b,z,o
211,3,0.6,3,15,k,-1,4,b,z,o
212,3,0.6,3,15,j,-1,4,b,z,o
213,3,0.6,3,15,f,-1,4,b,z,o
214,3,0.6,3,15,k,-1,4,b,z,o
215,3,0.6,3,15,z,1.3153479726436217,1,b,z,o
216,3,0.6,3,15,h,-1,4,b,z,o
217,3,0.6,3,15,s,-1,4,b,z,o
219,3,0.6,2,16,o,1.0663972922498033,1,b,o,
220,3,0.6,2,16,b,0.9320874011918932,1,b,o,
221,3,0.6,2,16,j,-1,4,b,o,
222,3,0.6,2,16,b,0.5654118902060645,1,b,o,
223,3,0.6,2,16,n,-1,4,b,o,
224,3,0.6,2,16,b,0.6987169096439629,1,b,o,
225,3,0.6,2,16,b,0.7488898568336708,1,b,o,
226,3,0.6,2,16,o,1.1103605010895308,1,b,o,
227,3,0.6,2,16,b,1.2153944883289114,1,b,o,
228,3,0.6,2,16,b,1.0154787659367912,1,b,o,
229,3,0.6,2,16,m,-1,4,b,o,
230,3,0.6,2,16,o,0.8321619892896024,1,b,o,
231,3,0.6,2,16,j,-1,4,b,o,
233,3,0.2,2,17,h,-1,4,b,o,
234,3,0.2,2,17,i,-1,4,b,o,
235,3,0.2,2,17,r,-1,4,b,o,
236,3,0.2,2,17,b,0.6488874721879938,1,b,o,
237,3,0.2,2,17,k,-1,4,b,o,
238,3,0.2,2,17,t,-1,4,b,o,
239,3,0.2,2,17,t,-1,4,b,o,
240,3,0.2,2,17,f,-1,4,b,o,
241,3,0.2,2,17,t,-1,4,b,o,
242,3,0.2,2,17,t,-1,4,b,o,
243,3,0.2,2,17,y,-1,4,b,o,
244,3,0.2,2,17,i,-1,4,b,o,
245,3,0.2,2,17,y,-1,4,b,o,
247,3,0.2,2,18,n,-1,4,b,o,
248,3,0.2,2,18,s,-1,4,b,o,
249,3,0.2,2,18,r,-1,4,b,o,
250,3,0.2,2,18,o,0.7321544731275935,1,b,o,
251,3,0.2,2,18,h,-1,4,b,o,
252,3,0.2,2,18,b,0.6153895379250116,1,b,o,
253,3,0.2,2,18,a,-1,4,b,o,
254,3,0.2,2,18,a,-1,4,b,o,
255,3,0.2,2,18,o,1.0820155146865318,1,b,o,
256,3,0.2,2,18,y,-1,4,b,o,
257,3,0.2,2,18,h,-1,4,b,o,
258,3,0.2,2,18,h,-1,4,b,o,
259,3,0.2,2,18,b,0.6153922546101285,1,b,o,
261,3,0.6,1,19,a,-1,4,b,,
262,3,0.6,1,19,b,1.3987643912618068,1,b,,
263,3,0.6,1,19,b,0.6654514028811036,1,b,,
264,3,0.6,1,19,b,0.4154714007017901,1,b,,
265,3,0.6,1,19,r,-1,4,b,,
266,3,0.6,1,19,a,-1,4,b,,
267,3,0.6,1,19,b,0.4488175024547445,1,b,,
268,3,0.6,1,19,k,-1,4,b,,
269,3,0.6,1,19,r,-1,4,b,,
270,3,0.6,1,19,f,-1,4,b,,
271,3,0.6,1,19,b,0.44882263397107636,1,b,,
272,3,0.6,1,19,k,-1,4,b,,
273,3,0.6,1,19,b,0.698634503530343,1,b,,
275,3,0.4,2,20,s,-1,4,o,b,
276,3,0.4,2,20,b,0.9154682312357636,1,o,b,
277,3,0.4,2,20,o,-1,2,o,b,
278,3,0.4,2,20,o,0.7654728043222576,1,o,b,
279,3,0.4,2,20,m,-1,4,o,b,
280,3,0.4,2,20,b,0.6320995659038999,1,o,b,
281,3,0.4,2,20,y,-1,4,o,b,
282,3,0.4,2,20,i,-1,4,o,b,
283,3,0.4,2,20,y,-1,4,o,b,
284,3,0.4,2,20,a,-1,4,o,b,
285,3,0.4,2,20,f,-1,4,o,b,
286,3,0.4,2,20,j,-1,4,o,b,
287,3,0.4,2,20,s,-1,4,o,b,
289,3,0.4,1,21,j,-1,4,b,,
290,3,0.4,1,21,m,-1,4,b,,
291,3,0.4,1,21,k,-1,4,b,,
292,3,0.4,1,21,b,0.9488448202324662,1,b,,
293,3,0.4,1,21,b,1.0320333391591703,1,b,,
294,3,0.4,1,21,h,-1,4,b,,
295,3,0.4,1,21,m,-1,4,b,,
296,3,0.4,1,21,m,-1,4,b,,
297,3,0.4,1,21,k,-1,4,b,,
298,3,0.4,1,21,f,-1,4,b,,
299,3,0.4,1,21,b,0.7655395140333212,1,b,,
300,3,0.4,1,21,b,0.7654939340950477,1,b,,
301,3,0.4,1,21,j,-1,4,b,,
303,3,0.8,3,22,o,-1,2,o,b,z
304,3,0.8,3,22,z,1.1986844603501368,1,o,b,z
305,3,0.8,3,22,z,1.0487792877515858,1,o,b,z
306,3,0.8,3,22,o,0.8486869808301662,1,o,b,z
307,3,0.8,3,22,z,0.6154435697724239,1,o,b,z
308,3,0.8,3,22,o,0.6987217393062792,1,o,b,z
309,3,0.8,3,22,z,0.6486432723859252,1,o,b,z
310,3,0.8,3,22,o,0.8154954282717881,1,o,b,z
311,3,0.8,3,22,o,0.5271618700572844,1,o,b,z
312,3,0.8,3,22,z,0.8487183736353927,1,o,b,z
313,3,0.8,3,22,z,0.6321234123616932,1,o,b,z
314,3,0.8,3,22,z,0.8486459287003072,1,o,b,z
315,3,0.8,3,22,z,0.615489149710811,1,o,b,z
317,3,0.8,1,23,b,0.6332324235759188,1,b,,
318,3,0.8,1,23,b,0.4322430068752965,1,b,,
319,3,0.8,1,23,b,0.3487318061337419,1,b,,
320,3,0.8,1,23,b,1.3321639513399077,1,b,,
321,3,0.8,1,23,b,-1,2,b,,
322,3,0.8,1,23,r,-1,4,b,,
323,3,0.8,1,23,b,0.6154112714056055,1,b,,
324,3,0.8,1,23,b,0.5321684187775872,1,b,,
325,3,0.8,1,23,b,0.332163347632104,1,b,,
326,3,0.8,1,23,b,0.3321376900510131,1,b,,
327,3,0.8,1,23,r,0.4321270949792506,3,b,,
328,3,0.8,1,23,b,0.5321530242289327,1,b,,
329,3,0.8,1,23,b,-1,2,b,,
330,3,0.8,1,23,h,0.048739141183432366,3,b,,
332,3,0.6,1,24,t,-1,4,z,,
333,3,0.6,1,24,s,-1,4,z,,
334,3,0.6,1,24,t,-1,4,z,,
335,3,0.6,1,24,f,-1,4,z,,
336,3,0.6,1,24,t,-1,4,z,,
337,3,0.6,1,24,z,0.78205665737255,1,z,,
338,3,0.6,1,24,z,0.682077213622847,1,z,,
339,3,0.6,1,24,z,0.49868587906348694,1,z,,
340,3,0.6,1,24,z,0.5821062217823965,1,z,,
341,3,0.6,1,24,z,0.4987293460244473,1,z,,
342,3,0.6,1,24,t,-1,4,z,,
343,3,0.6,1,24,z,0.6324044383389946,1,z,,
344,3,0.6,1,24,k,-1,4,z,,
346,3,0.4,3,25,o,1.1998318070091045,1,o,z,b
347,3,0.4,3,25,r,-1,4,o,z,b
348,3,0.4,3,25,r,-1,4,o,z,b
349,3,0.4,3,25,k,-1,4,o,z,b
350,3,0.4,3,25,h,-1,4,o,z,b
351,3,0.4,3,25,z,0.7822256955543025,1,o,z,b
352,3,0.4,3,25,b,1.0320556763474542,1,o,z,b
353,3,0.4,3,25,i,-1,4,o,z,b
354,3,0.4,3,25,b,0.8322688455688194,1,o,z,b
355,3,0.4,3,25,b,0.5822079465452816,1,o,z,b
356,3,0.4,3,25,k,-1,4,o,z,b
357,3,0.4,3,25,n,-1,4,o,z,b
359,3,0.6,3,26,o,0.9332407849288984,1,b,o,z
360,3,0.6,3,26,z,1.0488632031346015,1,b,o,z
361,3,0.6,3,26,t,-1,4,b,o,z
362,3,0.6,3,26,z,0.7321330415010152,1,b,o,z
363,3,0.6,3,26,z,0.8155059931581263,1,b,o,z
364,3,0.6,3,26,o,0.9654528215943401,1,b,o,z
365,3,0.6,3,26,r,-1,4,b,o,z
366,3,0.6,3,26,o,1.032163136334475,1,b,o,z
367,3,0.6,3,26,y,-1,4,b,o,z
368,3,0.6,3,26,h,-1,4,b,o,z
369,3,0.6,3,26,z,0.915453138541011,1,b,o,z
370,3,0.6,3,26,z,0.9320487638932491,1,b,o,z
372,3,0.8,2,27,b,0.766529896666384,1,o,b,
373,3,0.8,2,27,o,1.0155029142483727,1,o,b,
374,3,0.8,2,27,b,0.7987633649585177,1,o,b,
375,3,0.8,2,27,b,0.5539212179442075,1,o,b,
376,3,0.8,2,27,b,0.4603670362264438,1,o,b,
377,3,0.8,2,27,b,0.44863186230873,1,o,b,
378,3,0.8,2,27,b,0.39881208417739344,1,o,b,
379,3,0.8,2,27,b,0.48202535512348277,1,o,b,
380,3,0.8,2,27,o,0.8655086947504742,1,o,b,
381,3,0.8,2,27,b,0.7986039861013978,1,o,b,
382,3,0.8,2,27,b,0.5488123407532157,1,o,b,
383,3,0.8,2,27,s,-1,4,o,b,
385,3,0.8,1,28,o,0.6831792821974432,1,o,,
386,3,0.8,1,28,o,0.4654203723005139,1,o,,
387,3,0.8,1,28,o,0.36551971241783576,1,o,,
388,3,0.8,1,28,i,-1,4,o,,
389,3,0.8,1,28,o,0.5655923988358609,1,o,,
390,3,0.8,1,28,o,0.5820872049869195,1,o,,
391,3,0.8,1,28,o,0.5155712841559534,1,o,,
392,3,0.8,1,28,y,-1,4,o,,
393,3,0.8,1,28,o,0.5154339406331019,1,o,,
394,3,0.8,1,28,o,0.4154798526108152,1,o,,
395,3,0.8,1,28,o,0.3988528344533506,1,o,,
396,3,0.8,1,28,o,0.3155052385234285,1,o,,
398,3,0.8,3,29,b,0.6997583055854193,1,z,b,o
399,3,0.8,3,29,o,1.1154011593000632,1,z,b,o
400,3,0.8,3,29,f,-1,4,z,b,o
401,3,0.8,3,29,b,0.6822218016391162,1,z,b,o
402,3,0.8,3,29,z,1.0155699258133382,1,z,b,o
403,3,0.8,3,29,a,-1,4,z,b,o
404,3,0.8,3,29,b,0.7821475153953088,1,z,b,o
405,3,0.8,3,29,o,0.8820164806189723,1,z,b,o
406,3,0.8,3,29,o,1.1820290679264644,1,z,b,o
407,3,0.8,3,29,o,0.7155736386163198,1,z,b,o
408,3,0.8,3,29,z,0.9985785700033603,1,z,b,o
409,3,0.8,3,29,o,-1,2,z,b,o
410,3,0.8,3,29,o,0.815374686713426,1,z,b,o
412,3,0.4,1,30,b,0.7166011492785174,1,b,,
413,3,0.4,1,30,i,-1,4,b,,
414,3,0.4,1,30,i,-1,4,b,,
415,3,0.4,1,30,m,-1,4,b,,
416,3,0.4,1,30,h,-1,4,b,,
417,3,0.4,1,30,j,-1,4,b,,
418,3,0.4,1,30,b,0.5321838133262418,1,b,,
419,3,0.4,1,30,m,-1,4,b,,
420,3,0.4,1,30,b,0.9820716896965678,1,b,,
421,3,0.4,1,30,f,-1,4,b,,
422,3,0.4,1,30,b,0.6322091388681201,1,b,,
423,3,0.4,1,30,b,0.49890351572253167,1,b,,
425,3,0.6,3,31,a,-1,4,o,z,b
426,3,0.6,3,31,z,0.9654639901885957,1,o,z,b
427,3,0.6,3,31,m,-1,4,o,z,b
428,3,0.6,3,31,k,-1,4,o,z,b
429,3,0.6,3,31,o,1.2487888867054835,1,o,z,b
430,3,0.6,3,31,b,1.082042681537132,1,o,z,b
431,3,0.6,3,31,z,0.9154612885962479,1,o,z,b
432,3,0.6,3,31,h,-1,4,o,z,b
433,3,0.6,3,31,o,0.7487362132005728,1,o,z,b
434,3,0.6,3,31,f,-1,4,o,z,b
435,3,0.6,3,31,z,1.1321217521652898,1,o,z,b
437,3,0.4,3,32,z,0.8162210850379097,1,b,o,z
438,3,0.4,3,32,z,0.5822465838439257,1,b,o,z
439,3,0.4,3,32,n,-1,4,b,o,z
440,3,0.4,3,32,z,0.5821137681297159,1,b,o,z
441,3,0.4,3,32,j,-1,4,b,o,z
442,3,0.4,3,32,o,0.7489496239052187,1,b,o,z
443,3,0.4,3,32,y,-1,4,b,o,z
444,3,0.4,3,32,k,-1,4,b,o,z
445,3,0.4,3,32,z,0.7654888025788296,1,b,o,z
446,3,0.4,3,32,a,-1,4,b,o,z
447,3,0.4,3,32,y,-1,4,b,o,z
448,3,0.4,3,32,o,0.7821867564017566,1,b,o,z
450,3,0.2,2,33,m,-1,4,z,b,
451,3,0.2,2,33,i,-1,4,z,b,
452,3,0.2,2,33,j,-1,4,z,b,
453,3,0.2,2,33,y,-1,4,z,b,
454,3,0.2,2,33,m,-1,4,z,b,
455,3,0.2,2,33,s,-1,4,z,b,
456,3,0.2,2,33,h,-1,4,z,b,
457,3,0.2,2,33,a,-1,4,z,b,
458,3,0.2,2,33,s,-1,4,z,b,
459,3,0.2,2,33,s,-1,4,z,b,
460,3,0.2,2,33,m,-1,4,z,b,
461,3,0.2,2,33,h,-1,4,z,b,
462,3,0.2,2,33,i,-1,4,z,b,
464,3,0.4,3,34,t,-1,4,b,z,o
465,3,0.4,3,34,z,1.082099731923563,1,b,z,o
466,3,0.4,3,34,o,1.0821398784917164,1,b,z,o
467,3,0.4,3,34,k,-1,4,b,z,o
468,3,0.4,3,34,z,0.7486861054537712,1,b,z,o
469,3,0.4,3,34,b,1.1821253593193433,1,b,z,o
470,3,0.4,3,34,t,-1,4,b,z,o
471,3,0.4,3,34,a,-1,4,b,z,o
472,3,0.4,3,34,b,0.7821227633758099,1,b,z,o
473,3,0.4,3,34,b,0.5654215495308108,1,b,z,o
474,3,0.4,3,34,y,-1,4,b,z,o
475,3,0.4,3,34,n,-1,4,b,z,o
476,3,0.4,3,34,f,-1,4,b,z,o
478,3,0.8,1,35,i,-1,4,z,,
479,3,0.8,1,35,z,0.7990748781794537,1,z,,
480,3,0.8,1,35,z,0.5154979336591623,1,z,,
481,3,0.8,1,35,z,0.4488712324482549,1,z,,
482,3,0.8,1,35,k,-1,4,z,,
483,3,0.8,1,35,z,0.6821330565937842,1,z,,
484,3,0.8,1,35,z,0.5985660128815198,1,z,,
485,3,0.8,1,35,z,0.6986671037511769,1,z,,
486,3,0.8,1,35,z,0.6488313273632684,1,z,,
487,3,0.8,1,35,z,0.4487329833639251,1,z,,
488,3,0.8,1,35,z,0.6654329897933167,1,z,,
489,3,0.8,1,35,z,0.49878820753428954,1,z,,
