-1.000000000000000000e+01,1.516666666666666163e+00
-9.899497487437185939e+00,1.533333333333332771e+00
-9.798994974874371877e+00,1.533333333333332771e+00
-9.698492462311557816e+00,1.533333333333332771e+00
-9.597989949748743754e+00,1.549999999999999378e+00
-9.497487437185929693e+00,1.566666666666665986e+00
-9.396984924623115631e+00,1.566666666666665986e+00
-9.296482412060301570e+00,1.583333333333332593e+00
-9.195979899497487509e+00,1.583333333333332593e+00
-9.095477386934673447e+00,1.599999999999999201e+00
-8.994974874371859386e+00,1.599999999999999201e+00
-8.894472361809045324e+00,1.616666666666665808e+00
-8.793969849246231263e+00,1.616666666666665808e+00
-8.693467336683417201e+00,1.633333333333332416e+00
-8.592964824120603140e+00,1.633333333333332416e+00
-8.492462311557789079e+00,1.649999999999999023e+00
-8.391959798994975017e+00,1.666666666666665630e+00
-8.291457286432160956e+00,1.666666666666665630e+00
-8.190954773869346894e+00,1.683333333333332238e+00
-8.090452261306532833e+00,1.683333333333332238e+00
-7.989949748743718771e+00,1.699999999999998845e+00
-7.889447236180904710e+00,1.716666666666665453e+00
-7.788944723618090649e+00,1.716666666666665453e+00
-7.688442211055276587e+00,1.733333333333332060e+00
-7.587939698492462526e+00,1.749999999999998668e+00
-7.487437185929648464e+00,1.749999999999998668e+00
-7.386934673366834403e+00,1.766666666666665275e+00
-7.286432160804020342e+00,1.783333333333331883e+00
-7.185929648241206280e+00,1.799999999999998490e+00
-7.085427135678392219e+00,1.816666666666665098e+00
-6.984924623115578157e+00,1.816666666666665098e+00
-6.884422110552764096e+00,1.833333333333331705e+00
-6.783919597989950034e+00,1.849999999999998312e+00
-6.683417085427135973e+00,1.866666666666664920e+00
-6.582914572864321912e+00,1.883333333333331527e+00
-6.482412060301507850e+00,1.883333333333331527e+00
-6.381909547738693789e+00,1.899999999999998135e+00
-6.281407035175879727e+00,1.916666666666664742e+00
-6.180904522613065666e+00,1.933333333333331350e+00
-6.080402010050251604e+00,1.949999999999997957e+00
-5.979899497487436655e+00,1.966666666666664565e+00
-5.879396984924622593e+00,1.983333333333331172e+00
-5.778894472361808532e+00,1.999999999999997780e+00
-5.678391959798994471e+00,2.016666666666664387e+00
-5.577889447236180409e+00,2.033333333333330994e+00
-5.477386934673366348e+00,2.066666666666664209e+00
-5.376884422110552286e+00,2.066666666666664209e+00
-5.276381909547738225e+00,2.099999999999997424e+00
-5.175879396984924163e+00,2.116666666666664032e+00
-5.075376884422110102e+00,2.133333333333330639e+00
-4.974874371859296041e+00,2.166666666666663854e+00
-4.874371859296481979e+00,2.183333333333330462e+00
-4.773869346733667918e+00,2.199999999999997069e+00
-4.673366834170853856e+00,2.233333333333330284e+00
-4.572864321608039795e+00,2.249999999999996891e+00
-4.472361809045225733e+00,2.283333333333330106e+00
-4.371859296482411672e+00,2.299999999999996714e+00
-4.271356783919597611e+00,2.333333333333329929e+00
-4.170854271356783549e+00,2.349999999999996536e+00
-4.070351758793969488e+00,2.383333333333329751e+00
-3.969849246231155426e+00,2.416666666666662966e+00
-3.869346733668341365e+00,2.449999999999996181e+00
-3.768844221105527303e+00,2.483333333333329396e+00
-3.668341708542713242e+00,2.516666666666662611e+00
-3.567839195979899181e+00,2.549999999999995826e+00
-3.467336683417085119e+00,2.599999999999995648e+00
-3.366834170854271058e+00,2.633333333333328863e+00
-3.266331658291456996e+00,2.666666666666662078e+00
-3.165829145728642935e+00,2.716666666666661900e+00
-3.065326633165828873e+00,2.766666666666661722e+00
-2.964824120603014812e+00,2.799999999999994937e+00
-2.864321608040200751e+00,2.849999999999994760e+00
-2.763819095477386689e+00,2.899999999999994582e+00
-2.663316582914572628e+00,2.966666666666661012e+00
-2.562814070351758566e+00,3.016666666666660834e+00
-2.462311557788944505e+00,3.083333333333327264e+00
-2.361809045226130443e+00,3.149999999999993694e+00
-2.261306532663316382e+00,3.216666666666660124e+00
-2.160804020100502321e+00,3.299999999999993161e+00
-2.060301507537688259e+00,3.366666666666659591e+00
-1.959798994974873310e+00,3.466666666666659236e+00
-1.859296482412059248e+00,3.549999999999992273e+00
-1.758793969849245187e+00,3.649999999999991918e+00
-1.658291457286431125e+00,3.783333333333324777e+00
-1.557788944723617064e+00,3.899999999999991029e+00
-1.457286432160803002e+00,4.033333333333324333e+00
-1.356783919597988941e+00,4.199999999999990408e+00
-1.256281407035174880e+00,4.383333333333323090e+00
-1.155778894472360818e+00,4.583333333333322379e+00
-1.055276381909546757e+00,4.833333333333321491e+00
-9.547738693467326954e-01,5.099999999999987210e+00
-8.542713567839186339e-01,5.416666666666652752e+00
-7.537688442211045725e-01,5.816666666666651331e+00
-6.532663316582905111e-01,6.333333333333316162e+00
-5.527638190954764497e-01,6.999999999999980460e+00
-4.522613065326623882e-01,7.866666666666644048e+00
-3.517587939698483268e-01,9.433333333333381532e+00
-2.512562814070342654e-01,1.228333333333352329e+01
-1.507537688442202040e-01,-1.000000000000000000e+00
-5.025125628140614253e-02,-1.000000000000000000e+00
5.025125628140791889e-02,-1.000000000000000000e+00
1.507537688442219803e-01,-1.000000000000000000e+00
2.512562814070360417e-01,1.113333333333346609e+01
3.517587939698501032e-01,8.600000000000006750e+00
4.522613065326641646e-01,7.316666666666646002e+00
5.527638190954782260e-01,6.466666666666649022e+00
6.532663316582922874e-01,5.883333333333317761e+00
7.537688442211063489e-01,5.449999999999985967e+00
8.542713567839204103e-01,5.083333333333320603e+00
9.547738693467344717e-01,4.783333333333321669e+00
1.055276381909548533e+00,4.549999999999989164e+00
1.155778894472362595e+00,4.333333333333323267e+00
1.256281407035176656e+00,4.149999999999990585e+00
1.356783919597990717e+00,3.983333333333324067e+00
1.457286432160804779e+00,3.833333333333324600e+00
1.557788944723618840e+00,3.716666666666658347e+00
1.658291457286432902e+00,3.583333333333325488e+00
1.758793969849246963e+00,3.466666666666659236e+00
1.859296482412061025e+00,3.383333333333326198e+00
1.959798994974875086e+00,3.283333333333326554e+00
2.060301507537689147e+00,3.199999999999993516e+00
2.160804020100503209e+00,3.116666666666660479e+00
2.261306532663317270e+00,3.033333333333327442e+00
2.361809045226131332e+00,2.966666666666661012e+00
