-1.000000000000000000e+01,1.449999999999999734e+00
-9.899497487437185939e+00,1.466666666666666341e+00
-9.798994974874371877e+00,1.466666666666666341e+00
-9.698492462311557816e+00,1.483333333333332948e+00
-9.597989949748743754e+00,1.483333333333332948e+00
-9.497487437185929693e+00,1.499999999999999556e+00
-9.396984924623115631e+00,1.499999999999999556e+00
-9.296482412060301570e+00,1.499999999999999556e+00
-9.195979899497487509e+00,1.516666666666666163e+00
-9.095477386934673447e+00,1.533333333333332771e+00
-8.994974874371859386e+00,1.533333333333332771e+00
-8.894472361809045324e+00,1.549999999999999378e+00
-8.793969849246231263e+00,1.549999999999999378e+00
-8.693467336683417201e+00,1.566666666666665986e+00
-8.592964824120603140e+00,1.566666666666665986e+00
-8.492462311557789079e+00,1.566666666666665986e+00
-8.391959798994975017e+00,1.583333333333332593e+00
-8.291457286432160956e+00,1.599999999999999201e+00
-8.190954773869346894e+00,1.616666666666665808e+00
-8.090452261306532833e+00,1.616666666666665808e+00
-7.989949748743718771e+00,1.633333333333332416e+00
-7.889447236180904710e+00,1.633333333333332416e+00
-7.788944723618090649e+00,1.649999999999999023e+00
-7.688442211055276587e+00,1.666666666666665630e+00
-7.587939698492462526e+00,1.683333333333332238e+00
-7.487437185929648464e+00,1.683333333333332238e+00
-7.386934673366834403e+00,1.699999999999998845e+00
-7.286432160804020342e+00,1.699999999999998845e+00
-7.185929648241206280e+00,1.716666666666665453e+00
-7.085427135678392219e+00,1.733333333333332060e+00
-6.984924623115578157e+00,1.749999999999998668e+00
-6.884422110552764096e+00,1.749999999999998668e+00
-6.783919597989950034e+00,1.766666666666665275e+00
-6.683417085427135973e+00,1.783333333333331883e+00
-6.582914572864321912e+00,1.799999999999998490e+00
-6.482412060301507850e+00,1.816666666666665098e+00
-6.381909547738693789e+00,1.816666666666665098e+00
-6.281407035175879727e+00,1.833333333333331705e+00
-6.180904522613065666e+00,1.866666666666664920e+00
-6.080402010050251604e+00,1.866666666666664920e+00
-5.979899497487436655e+00,1.883333333333331527e+00
-5.879396984924622593e+00,1.899999999999998135e+00
-5.778894472361808532e+00,1.916666666666664742e+00
-5.678391959798994471e+00,1.933333333333331350e+00
-5.577889447236180409e+00,1.949999999999997957e+00
-5.477386934673366348e+00,1.966666666666664565e+00
